OID_,agency,agency_des,comments,municipali,sdelength_,st_area_sh,Shape_Length,Shape_Area,PercentBlack,OBJECTID,agency_des_1,ZONE_CODE,COUNT,AREA,MEAN
372,5150,VILLAGE OF LYNWOOD, ,Lynwood,4935.78325,1126011.221,4935.78332,1126011.196,80.36211699,77,VILLAGE OF LYNWOOD,77,3335287,83379345.58,6.586121674
373,5150,VILLAGE OF LYNWOOD, ,Lynwood,4559.22784,1264838.405,6722.428985,1852428.07,80.36211699,77,VILLAGE OF LYNWOOD,77,3335287,83379345.58,6.586121674
594,5150,VILLAGE OF LYNWOOD, ,Lynwood,4935.78325,1126011.221,2702.156045,329452.3829,80.36211699,77,VILLAGE OF LYNWOOD,77,3335287,83379345.58,6.586121674
703,5150,VILLAGE OF LYNWOOD, ,Lynwood,132558.2453,147728174,123555.9955,133811730.3,80.36211699,77,VILLAGE OF LYNWOOD,77,3335287,83379345.58,6.586121674
29,4520,VILLAGE OF LYONS, ,Lyons,1042.094355,65394.79874,1042.094686,65394.84794,5.640557205,21,VILLAGE OF LYONS,21,1687859,42195043.14,9.457625311
714,4520,VILLAGE OF LYONS, ,Lyons,44204.16191,60877237.32,44092.59431,60866717.99,5.640557205,21,VILLAGE OF LYONS,21,1687859,42195043.14,9.457625311
716,5660,CITY OF MARKHAM, ,Markham,85074.11967,146727652.2,75149.00529,152849004.3,78.11150914,141,CITY OF MARKHAM,141,4663996,116595943.4,7.991464615
45,4540,VILLAGE OF MATTESON, ,Matteson,7966.409068,3405420.715,7966.408996,3405420.565,85.92386562,28,VILLAGE OF MATTESON,28,6825969,170643434.3,5.435546074
46,4540,VILLAGE OF MATTESON, ,Matteson,4715.496733,112295.8346,4715.496782,112296.1078,85.92386562,28,VILLAGE OF MATTESON,28,6825969,170643434.3,5.435546074
671,4540,VILLAGE OF MATTESON, ,Matteson,158646.1724,254827299.9,153119.6865,257835956.5,85.92386562,28,VILLAGE OF MATTESON,28,6825969,170643434.3,5.435546074
58,4550,VILLAGE OF MAYWOOD, ,Maywood,50465.92337,76514412.42,50465.92408,76514412.43,67.41815791,34,VILLAGE OF MAYWOOD,34,2898974,72471890.72,9.588874202
534,4560,VILLAGE OF MC COOK, ,Mc Cook,46899.1775,75202496.41,46899.17947,75202496.96,,113,VILLAGE OF MC COOK,113,2764336,69106054.93,7.765079571
91,4570,VILLAGE OF  MELROSE PARK, ,Melrose Park,88362.26735,117680904.8,88362.2664,117680904.2,7.88601723,49,VILLAGE OF  MELROSE PARK,49,4088242,102202581.8,8.196231779
28,4580,VILLAGE OF  MERRIONETTE PARK, ,Merrionette Park,16188.23129,10802308.93,16188.23176,10802309.01,19.62774958,20,VILLAGE OF  MERRIONETTE PARK,20,392981,9824191.623,8.677584921
71,4600,VILLAGE OF MIDLOTHIAN, ,Midlothian,61009.74448,79181358.85,61009.74554,79181358.76,15.69583232,39,VILLAGE OF MIDLOTHIAN,39,2488056,62199289.31,8.476311626
449,4610,VILLAGE OF MORTON GROVE, ,Morton Grove,64459.1088,142186672.2,64459.10805,142186672.5,2.073129539,92,VILLAGE OF MORTON GROVE,92,4430494,110758591.5,7.465350365
780,4620,VILLAGE OF  MT PROSPECT, ,Mount Prospect,154409.7617,290379617,156564.3261,291621161.9,2.915840829,161,VILLAGE OF  MT PROSPECT,161,10463322,261574173.7,8.091860119
770,4630,VILLAGE OF  NILES, ,Niles,137907.4907,164485095.6,137894.1224,164579186.7,1.814238502,158,VILLAGE OF  NILES,158,5973693,149337257.3,7.813201482
87,4640,VILLAGE OF  NORRIDGE, ,Norridge,50321.0015,49887881.2,50311.02831,49955402.23,0.459130435,46,VILLAGE OF  NORRIDGE,46,1994993,49873132.59,8.569320293
707,4670,VILLAGE OF  NORTH RIVERSIDE, ,North Riverside,45433.81577,45535228.74,45368.99951,45556074.69,8.417833575,137,VILLAGE OF  NORTH RIVERSIDE,137,1331874,33295720.13,9.108629645
535,4650,VILLAGE OF  NORTHBROOK, ,Northbrook,12029.48012,3901578.937,12029.48039,3901579.232,0.790678319,114,VILLAGE OF  NORTHBROOK,114,11831181,295769488.3,5.089768046
701,4650,VILLAGE OF  NORTHBROOK, ,Northbrook,191370.2046,364740335.5,187429.178,366595250.2,0.790678319,114,VILLAGE OF  NORTHBROOK,114,11831181,295769488.3,5.089768046
781,4660,VILLAGE OF  NORTHFIELD, ,Northfield,66243.74459,89627716.7,66044.70134,89897600.1,0.50204537,162,VILLAGE OF  NORTHFIELD,162,2355686,58890151.6,4.704215672
765,5590,CITY OF NORTH LAKE, ,Northlake,59243.83771,89361184.67,58842.64714,89490228.36,4.640349212,155,CITY OF NORTH LAKE,155,3171339,79280784.66,7.328109357
605,1,VILLAGE OF OAK BROOK, ,Oak Brook,72657.43195,89917883.51,10493.92846,894142.232,1.964355405,123,VILLAGE OF OAK BROOK,123,114858,2871352.563,5.967969145
743,1,VILLAGE OF OAK BROOK, ,Oak Brook,72657.43195,89917883.51,16954.87477,2434507.77,1.964355405,123,VILLAGE OF OAK BROOK,123,114858,2871352.563,5.967969145
12,5690,CITY OF OAK FOREST, ,Oak Forest,3219.542816,345103.4428,3219.542893,345103.4573,8.244500339,9,CITY OF OAK FOREST,9,5542008,138545498.6,7.239945702
754,5690,CITY OF OAK FOREST, ,Oak Forest,145781.8026,167103455.8,148796.779,168514462.8,8.244500339,9,CITY OF OAK FOREST,9,5542008,138545498.6,7.239945702
477,4690,VILLAGE OF OAK LAWN, ,Oak Lawn,93491.32965,238567659.1,93652.73732,238977618.9,8.585382737,98,VILLAGE OF OAK LAWN,98,8418880,210464858,8.827294248
47,4700,VILLAGE OF OAK PARK, ,Oak Park,48444.02465,130998421,48444.02453,130998421,21.30161782,29,VILLAGE OF OAK PARK,29,5101095,127523047.6,9.458588401
363,4710,VILLAGE OF OLYMPIA FIELDS, ,Olympia Fields,62530.66594,82984597.5,62530.66435,82984597.22,80.89171975,75,VILLAGE OF OLYMPIA FIELDS,75,2662096,66550141.67,5.876934941
40,5160,VILLAGE OF ORLAND HILLS, ,Orland Hills,6117.739349,1495682.428,6117.741294,1495672.968,9.713199176,27,VILLAGE OF ORLAND HILLS,27,1081362,27033132.65,5.270883386
782,5160,VILLAGE OF ORLAND HILLS, ,Orland Hills,35328.12955,31037438.72,35378.78967,31031170.82,9.713199176,27,VILLAGE OF ORLAND HILLS,27,1081362,27033132.65,5.270883386
278,4720,VILLAGE OF ORLAND PARK, ,Orland Park,8011.437701,3562783.5,8011.437537,3562783.695,3.640020293,62,VILLAGE OF ORLAND PARK,62,16145875,403633178,5.073047884
519,4720,VILLAGE OF ORLAND PARK, ,Orland Park,7423.743777,3014546.362,7423.743265,3014546.198,3.640020293,62,VILLAGE OF ORLAND PARK,62,16145875,403633178,5.073047884
674,4720,VILLAGE OF ORLAND PARK, ,Orland Park,457699.1703,576146085.2,438177.1146,581010779.5,3.640020293,62,VILLAGE OF ORLAND PARK,62,16145875,403633178,5.073047884
684,1,VILLAGE OF ORLAND PARK, ,Orland Park,178132.62,513839750.2,9238.540138,2826155.873,3.640020293,62,VILLAGE OF ORLAND PARK,62,16145875,403633178,5.073047884
657,4730,VILLAGE OF PALATINE, ,Palatine,1735.272183,134534.7566,3642.984018,355560.5529,3.43437627,124,VILLAGE OF PALATINE,124,13054455,326350300.5,5.436222653
790,4730,VILLAGE OF PALATINE, ,Palatine,165221.2162,382729808.8,163010.082,382870195.4,3.43437627,124,VILLAGE OF PALATINE,124,13054455,326350300.5,5.436222653
725,9999,CITY OF PALOS HEIGHTS,NEED AGENCY NUMBER,Palos Heights,77191.2966,107961239,76025.72988,108063346.6,1.757897485,144,CITY OF PALOS HEIGHTS,144,3658167,91451071.67,7.505807417
342,5640,CITY OF PALOS HILLS, ,Palos Hills,66785.57619,119341057.9,66785.56184,119341037.9,6.193921852,69,CITY OF PALOS HILLS,69,3778830,94467544.31,7.36014957
122,4740,VILLAGE OF PALOS PARK, ,Palos Park,56581.54206,68670373.61,56581.53969,68670368.83,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
123,4740,VILLAGE OF PALOS PARK, ,Palos Park,1647.760872,113482.7053,1647.761157,113482.6458,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
355,4740,VILLAGE OF PALOS PARK, ,Palos Park,9777.720434,997494.0279,9777.719657,997493.8908,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
369,4740,VILLAGE OF PALOS PARK, ,Palos Park,27132.15236,10673431.2,26529.36393,10737407.19,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
422,4740,VILLAGE OF PALOS PARK, ,Palos Park,3004.711283,295079.3015,3004.710847,295079.2122,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
423,4740,VILLAGE OF PALOS PARK, ,Palos Park,23936.01957,22611750.45,23936.01909,22611750.27,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
427,4740,VILLAGE OF PALOS PARK, ,Palos Park,1396.593301,121465.4129,1396.593259,121465.4325,1.516793066,52,VILLAGE OF PALOS PARK,52,3567423,89182548.65,4.290049148
17,4750,VILLAGE OF PARK FOREST, ,Park Forest,57492.10102,107600375.7,57492.10187,107600375.7,75.09251493,13,VILLAGE OF PARK FOREST,13,3702766,92566008.84,7.436652762
286,5600,CITY OF PARK RIDGE, ,Park Ridge,80165.3424,199149139,80165.34405,199149137.8,0.571829314,64,CITY OF PARK RIDGE,64,6594889,164866630.4,9.053710684
690,4760,VILLAGE OF PHOENIX, ,Phoenix,18156.04231,12576110.57,18149.3542,12982555.24,89.4963145,132,VILLAGE OF PHOENIX,132,512523,12812640.21,9.88120338
766,4770,VILLAGE OF POSEN, ,Posen,28061.45846,32437868.93,28025.29325,32442586.84,19.41706857,156,VILLAGE OF POSEN,156,1257031,31424708.62,9.829840314
555,5700,CITY OF PROSPECT HEIGHTS, ,Prospect Heights,118827.8631,119392231.1,118827.8678,119392231.8,1.698960966,117,CITY OF PROSPECT HEIGHTS,117,4164521,104109492.1,7.106436491
750,1,VILLAGE OF RICHTON PARK, ,Richton Park,124574.3306,110387797.8,123564.2303,110893071.2,90.10586319,151,VILLAGE OF RICHTON PARK,151,3258431,81458010.78,5.843272422
483,4800,VILLAGE OF RIVER FOREST, ,River Forest,35690.0427,69120718.1,35688.50043,69121965.82,8.230452675,101,VILLAGE OF RIVER FOREST,101,2108445,52709336.34,9.224340213
164,4810,VILLAGE OF RIVER GROVE, ,River Grove,35173.42932,66946948.05,35173.42968,66946947.55,2.502662407,60,VILLAGE OF RIVER GROVE,60,1780206,44503639.8,8.751731541
677,4790,VILLAGE OF RIVERDALE, ,Riverdale,52345.02061,102927697.8,0.171725541,0.000721179,94.37458001,129,VILLAGE OF RIVERDALE,129,3153580,78836824.73,9.157956354
758,4790,VILLAGE OF RIVERDALE, ,Riverdale,52345.02061,102927697.8,52790.64586,103077661.5,94.37458001,129,VILLAGE OF RIVERDALE,129,3153580,78836824.73,9.157956354
23,4820,VILLAGE OF RIVERSIDE, ,Riverside,36976.56906,56453300.02,36976.57073,56453300.09,2.107671926,17,VILLAGE OF RIVERSIDE,17,1797567,44937650.07,9.412355701
495,4830,VILLAGE OF ROBBINS, ,Robbins,44583.78485,40366683.61,44583.78425,40366683.48,87.88353863,104,VILLAGE OF ROBBINS,104,1541971,38547966.9,8.571584031
333,5610,CITY OF ROLLING MEADOWS, ,Rolling Meadows,120358.2371,157598518.8,119698.4925,157685380.4,3.129622781,65,CITY OF ROLLING MEADOWS,65,5742738,143563578.3,6.120921588
697,5100,VILLAGE OF ROSELLE, ,Roselle,50050.70693,20885244.86,828.7374855,42596.18227,2.772258492,133,VILLAGE OF ROSELLE,133,757761,18943382.17,5.703023777
711,5100,VILLAGE OF ROSELLE, ,Roselle,50050.70693,20885244.86,49005.39547,20990595.29,2.772258492,133,VILLAGE OF ROSELLE,133,757761,18943382.17,5.703023777
774,4840,VILLAGE OF ROSEMONT, ,Rosemont,49915.71471,50456273.06,49262.83962,50467895.34,3.174140944,159,VILLAGE OF ROSEMONT,159,1762418,44058954.89,8.150245855
360,5030,VILLAGE OF SAUK VILLAGE, ,Sauk Village,8769.32325,2556591.856,8769.323321,2556591.885,73.39847991,74,VILLAGE OF SAUK VILLAGE,74,2885372,72131852.26,6.509622676
366,5030,VILLAGE OF SAUK VILLAGE, ,Sauk Village,103826.1503,101141707,103826.1512,101141707.6,73.39847991,74,VILLAGE OF SAUK VILLAGE,74,2885372,72131852.26,6.509622676
368,5030,VILLAGE OF SAUK VILLAGE, ,Sauk Village,6824.358862,1886648.079,6824.358533,1886648.117,73.39847991,74,VILLAGE OF SAUK VILLAGE,74,2885372,72131852.26,6.509622676
374,5030,VILLAGE OF SAUK VILLAGE, ,Sauk Village,9342.770057,2546742.634,9342.769933,2546742.725,73.39847991,74,VILLAGE OF SAUK VILLAGE,74,2885372,72131852.26,6.509622676
418,5030,VILLAGE OF SAUK VILLAGE, ,Sauk Village,2230.604946,161773.588,2230.605014,161773.5961,73.39847991,74,VILLAGE OF SAUK VILLAGE,74,2885372,72131852.26,6.509622676
429,4850,VILLAGE OF SCHAUMBURG, ,Schaumburg,243845.5803,536155027.7,243845.5808,536155028.1,4.603196285,89,VILLAGE OF SCHAUMBURG,89,18648219,466189655.2,5.629407827
748,4860,VILLAGE OF SCHILLER PARK, ,Schiller Park,49573.77859,77015557.36,49580.80241,77012350.83,1.876316293,150,VILLAGE OF SCHILLER PARK,150,2449582,61237471.95,7.697827221
90,4870,VILLAGE OF SKOKIE, ,Skokie,1686.45259,111228.6594,1686.452864,111228.7599,8.608064465,48,VILLAGE OF SKOKIE,48,10156741,253909908.7,8.592701832
466,4870,VILLAGE OF SKOKIE, ,Skokie,92539.97273,280319898,92539.97219,280319897.5,8.608064465,48,VILLAGE OF SKOKIE,48,10156741,253909908.7,8.592701832
699,5140,VILLAGE OF SOUTH BARRINGTON, ,South Barrington,116050.7819,214991144.7,116861.157,213974902.8,0.809968847,134,VILLAGE OF SOUTH BARRINGTON,134,6198465,154956366.7,3.17908708
20,4880,VILLAGE OF SOUTH CHICAGO HEIGHTS, ,South Chicago Heights,48833.08258,43894201.01,47805.51142,44086539.99,20.91775924,15,VILLAGE OF SOUTH CHICAGO HEIGHTS,15,1356881,33920873.92,7.038163995
688,4890,VILLAGE OF SOUTH HOLLAND, ,South Holland,113258.7457,201909169.5,112443.4729,201542045.4,84.32238342,131,VILLAGE OF SOUTH HOLLAND,131,6350390,158754362.8,8.350781291
345,4900,VILLAGE OF STEGER, ,Steger,49726.71742,57006816.49,49726.71786,57006816.6,29.65388213,71,VILLAGE OF STEGER,71,2059008,51473453.28,5.688389749
349,4900,VILLAGE OF STEGER, ,Steger,10923.28026,7445137.755,10923.28023,7445137.433,29.65388213,71,VILLAGE OF STEGER,71,2059008,51473453.28,5.688389749
426,4910,VILLAGE OF STICKNEY, ,Stickney,47353.31182,55633504.16,46569.11487,55591678.94,3.3244916,87,VILLAGE OF STICKNEY,87,2011446,50284443.63,9.124922568
532,4920,VILLAGE OF STONE PARK, ,Stone Park,16207.00436,9389449.635,16207.00402,9389449.591,4.60658083,111,VILLAGE OF STONE PARK,111,163726,4093011.106,7.71931764
709,5060,VILLAGE OF STREAMWOOD, ,Streamwood,123327.8683,217652903.7,123469.2037,217587331.7,6.844838653,139,VILLAGE OF STREAMWOOD,139,6870802,171764221.3,5.477304687
533,4930,VILLAGE OF SUMMIT, ,Summit,39099.19786,62848799.39,39099.19905,62848799.22,10.28671738,112,VILLAGE OF SUMMIT,112,2114173,52852531.49,8.941317007
536,4940,VILLAGE OF THORNTON, ,Thornton,50863.88969,66622457.7,50859.04619,66608286.19,24.82853224,115,VILLAGE OF THORNTON,115,2407550,60186707.61,6.427549584
783,4950,VILLAGE OF TINLEY PARK, ,Tinley Park,225414.8295,350849137.9,222620.0716,351222122,6.840036633,163,VILLAGE OF TINLEY PARK,163,11343664,283581976.8,5.788074382
739,5190,VILLAGE OF UNIVERSITY PARK, ,University Park,7948.059908,3517465.468,8147.843616,3569120.41,91.67032645,146,VILLAGE OF UNIVERSITY PARK,146,35840,895969.5959,5.959095982
525,4960,VILLAGE OF WESTCHESTER, ,Westchester,73539.85854,90943326.23,73539.85821,90943325.45,22.34651751,109,VILLAGE OF WESTCHESTER,109,3115059,77873832.4,7.340633998
521,4970,VILLAGE OF WESTERN SPRINGS, ,Western Springs,45499.34658,77632510.61,45499.34836,77632510.55,0.488864747,107,VILLAGE OF WESTERN SPRINGS,107,2842898,71070038.29,7.311242261
600,4980,VILLAGE OF WHEELING, ,Wheeling,120435.3179,244064908.9,120367.8402,243904726.5,2.675129699,122,VILLAGE OF WHEELING,122,7249492,181231150,7.047883217
393,4990,VILLAGE OF WILLOW SPRINGS, ,Willow Springs,8326.932151,2278164.007,8326.932436,2278163.914,1.464238784,84,VILLAGE OF WILLOW SPRINGS,84,3185235,79628172.87,4.730391007
394,4990,VILLAGE OF WILLOW SPRINGS, ,Willow Springs,10980.59327,2998239.954,10980.59372,2998240.052,1.464238784,84,VILLAGE OF WILLOW SPRINGS,84,3185235,79628172.87,4.730391007
773,4990,VILLAGE OF WILLOW SPRINGS, ,Willow Springs,117774.2054,106271760.1,121961.6435,116575562.3,1.464238784,84,VILLAGE OF WILLOW SPRINGS,84,3185235,79628172.87,4.730391007
741,5000,VILLAGE OF WILMETTE, ,Wilmette,81220.22919,149914595.1,80462.80005,150818341.4,0.973105509,147,VILLAGE OF WILMETTE,147,4832518,120808850.4,7.416883703
585,5010,VILLAGE OF WINNETKA, ,Winnetka,60208.10064,107739734.3,63175.80804,108737820.3,0.267916946,119,VILLAGE OF WINNETKA,119,2881218,72028005.78,4.937806511
348,9999,VILLAGE OF WORTH,need agency number,Worth,40697.19045,66403909.54,40697.01529,66403907.82,4.830196196,72,VILLAGE OF WORTH,72,2041699,51040742.97,8.520387187
